address,categoryName,cid,city,countryCode,imageUrl,language,locatedIn,location/lat,location/lng,neighborhood,phone,phoneUnformatted,plusCode,postalCode,rank,reviewsCount,scrapedAt,searchPageUrl,searchString,state,street,title,totalScore,url,website,emails,emails
"3708 Symi Cir, Morehead City, NC 28557, United States","Dentist","5874396842033116749","Morehead City","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l38fgrUlnY3GsgU7r6k_cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.20737&pitch=0&thumbfov=100","en","","","","","+1 252-726-5778","+12527265778","P6HR+MV Morehead City, North Carolina, USA","28557","158","3","2025-06-17T12:19:00.404Z","https://www.google.com/maps/search/denstists/@34.72895551246526,-76.6736345625883,10z?hl=en","denstists","North Carolina","3708 Symi Cir","Dr. Donald L. Westbrook, DDS","4.7","https://www.google.com/maps/search/?api=1&query=Dr.%20Donald%20L.%20Westbrook%2C%20DDS&query_place_id=ChIJzfBa8b-TqIkRTXYPz80MhlE","http://www.westbrookfamilydentistry.com/","[]","[]"
"1600 Cross Link Rd Suite 103-104, Raleigh, NC 27610, United States","Dentist","13321212720085361815","Raleigh","US","https://lh3.googleusercontent.com/p/AF1QipMN6D1mtjvtAL3JTfnpqK_-Q-Oze4WhRIw542YV=w408-h306-k-no","en","","","","Southeast Raleigh","+1 919-615-2885","+19196152885","Q93P+JG Raleigh, North Carolina, USA","27610","160","179","2025-06-17T12:19:01.069Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","1600 Cross Link Rd Suite 103-104","Kind Smiles","4.4","https://www.google.com/maps/search/?api=1&query=Kind%20Smiles&query_place_id=ChIJAVfQFsdfrIkRl2Qa3mN03rg","http://mykindsmiles.com/","[]","[]"
"600 Erwin Rd, Dunn, NC 28334","Dentist","11767836068097401888","Dunn","US","https://lh3.googleusercontent.com/p/AF1QipO-paA5-p6b6Fumqtd9YSfCtWJOa5TUN9bufdqD=w427-h240-k-no","en","","","","","(910) 981-1180","+19109811180","898C+4J Dunn, North Carolina","28334","159","314","2025-06-17T12:19:01.117Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","600 Erwin Rd","J. Michael Williams, DDS","4.9","https://www.google.com/maps/search/?api=1&query=J.%20Michael%20Williams%2C%20DDS&query_place_id=ChIJE9c4KryBq4kRIKT5JY7AT6M","https://www.drjmichaelwilliams.com/","[]","[]"
"48 Halls Creek Rd, New Bern, NC 28560","Dentist","13454531230056951111","New Bern","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=idDXe6ZviC3BTiCwCanHGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.14008&pitch=0&thumbfov=100","en","","","","","(252) 745-4770","+12527454770","43JR+Q2 New Bern, North Carolina","28560","188","1","2025-06-17T12:19:01.337Z","https://www.google.com/maps/search/denstists/@34.72895551246526,-76.6736345625883,10z?hl=en","denstists","North Carolina","48 Halls Creek Rd","Timothy G. Carawan DDS PA","5","https://www.google.com/maps/search/?api=1&query=Timothy%20G.%20Carawan%20DDS%20PA&query_place_id=ChIJ6Wi-0vPLqIkRR63xWt4YuLo","","[]","[]"
"1888 US-17, Williamston, NC 27892","Dentist","9986417306467337154","Williamston","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3G4156fIuz04utpolb06nA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.7287&pitch=0&thumbfov=100","en","","","","","(252) 792-1131","+12527921131","RWHM+H7 Williamston, North Carolina","27892","180","27","2025-06-17T12:19:02.605Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","1888 US-17","Jones Dental Arts","4.4","https://www.google.com/maps/search/?api=1&query=Jones%20Dental%20Arts&query_place_id=ChIJRXno3IQGr4kRwoPMQqHhloo","http://www.macjonesdds.com/","[]","[]"
"1512 S Winstead Ave, Rocky Mount, NC 27803","Dentist","3908597421904783617","Rocky Mount","US","https://lh3.googleusercontent.com/p/AF1QipO8a86TTiaRrbCLpp7erkPhAet2Uj70N1-tP83k=w426-h240-k-no","en","","","","","(252) 404-8751","+12524048751","W5V2+Q2 Rocky Mount, North Carolina","27803","176","346","2025-06-17T12:19:03.366Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","1512 S Winstead Ave","Drs. Belton & Schrimper, DDS PA","5","https://www.google.com/maps/search/?api=1&query=Drs.%20Belton%20%26%20Schrimper%2C%20DDS%20PA&query_place_id=ChIJ8yaCSyaBrokRAWmkhqUgPjY","https://www.smilesofrockymount.com/","[]","[]"
"5638 Veterans Pkwy Suite 109, Garner, NC 27529, United States","Dental clinic","3197717418611089516","Garner","US","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npu4drzeNsOhTzUHymX6KC_OLfs3pdLOhebKPacF7i4JOUVNMnBWYU6oX9_PaSne3_5InCZIrJGbnHAtQTiKdKUGJlMo9j54qC2goKrlH-hy4szFgK2O-SM27Nd7cLeWGnIS-IR=w408-h270-k-no","en","Riccobene Associates Family Dentistry","","","","+1 919-772-1463","+19197721463","JC3H+CQ Garner, North Carolina, USA","27529","177","814","2025-06-17T12:19:03.698Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","5638 Veterans Pkwy Suite 109","BrushAndFloss Orthodontics and Pediatrics","4.9","https://www.google.com/maps/search/?api=1&query=BrushAndFloss%20Orthodontics%20and%20Pediatrics&query_place_id=ChIJxyBS2YtjrIkRbKBkzAyTYCw","https://www.brushandfloss.com/garner-specialty/","[]","[]"
"2630 Timber Dr, Garner, NC 27529","Cosmetic dentist","16725351772625524930","Garner","US","https://lh3.googleusercontent.com/p/AF1QipN8CNaIpbXlxhY7uyBj06eEQvb0FO_FDvh6a62x=w408-h306-k-no","en","Garner Towne Square","","","","(919) 878-1810","+19198781810","P977+VM Garner, North Carolina","27529","179","301","2025-06-17T12:19:04.070Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","2630 Timber Dr","Atlantic Family Dental","4.5","https://www.google.com/maps/search/?api=1&query=Atlantic%20Family%20Dental&query_place_id=ChIJ9S9HdA5grIkRwljLjtJiHOg","https://www.atlanticfamilydental.net/dentist_near_me_garner","[]","[]"
"206 Airport Rd, Kinston, NC 28504","Dentist","1160073812612435321","Kinston","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lvC_T2y0hjDJmeT2ESQ-Vg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.17944&pitch=0&thumbfov=100","en","","","","","(252) 522-1777","+12525221777","7CV7+MX Kinston, North Carolina","28504","200","22","2025-06-17T12:19:04.765Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","206 Airport Rd","Dr. Richard T. Carlyle, DDS","3.9","https://www.google.com/maps/search/?api=1&query=Dr.%20Richard%20T.%20Carlyle%2C%20DDS&query_place_id=ChIJ9Yq6DkC1rokReU3_efxoGRA","http://www.carlyledentistry.com/","[]","[]"
"711 Tilghman Dr, Dunn, NC 28334","Pediatric dentist","4338365608254154340","Dunn","US","https://lh3.googleusercontent.com/p/AF1QipPml302809BVtJXzb6FkucwCfjPBUW3Tlb-Hr1o=w408-h306-k-no","en","","","","","(910) 984-0026","+19109840026","8959+J6 Dunn, North Carolina","28334","198","344","2025-06-17T12:19:04.895Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","711 Tilghman Dr","Dunn Pediatric Dentistry","4.9","https://www.google.com/maps/search/?api=1&query=Dunn%20Pediatric%20Dentistry&query_place_id=ChIJBYmNQWuBq4kRZKbC-Yj4NDw","https://ncpediatricdentistry.com/p/pediatric-dentist-Dunn-Pediatric-Dentistry-p70329.asp","[""dunnpd@ncpediatricdentistry.com""]","[""dunnpd@ncpediatricdentistry.com""]"
"509 W 15th St, Washington, NC 27889, United States","Dentist","13592921362909884460","Washington","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xbw3DrSJ2KS8K3nhuh4pNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=234.81786&pitch=0&thumbfov=100","en","","","","","+1 252-946-7725","+12529467725","HW5W+6W Washington, North Carolina, USA","27889","178","11","2025-06-17T12:19:06.838Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","509 W 15th St","Dr. Bradford W. Jackson, DDS","4.9","https://www.google.com/maps/search/?api=1&query=Dr.%20Bradford%20W.%20Jackson%2C%20DDS&query_place_id=ChIJW9jfQYEir4kRLPAPEPbBo7w","","[]","[]"
"309 W Millbrook Rd STE 181, Raleigh, NC 27609, United States","Dentist","2755808854234310901","Raleigh","US","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nriaCNqlInNF0sE0PdnHqSQWZFI2jatJDUZRq1xzpxqsQbTK-IuX9Ee6HPrqRt-P1rEPpXEMA_mNGKwaUXQJvnjdeFrR34ooUj4aIJXCRT4O1Xd_dJWAHutcU_tfW9Da1-0zfVR_Q=w426-h240-k-no","en","","","","North Hills","+1 919-789-0400","+19197890400","V943+7C Raleigh, North Carolina, USA","27609","197","15","2025-06-17T12:19:06.924Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","309 W Millbrook Rd STE 181","Raleigh Dental...Drs. James Whitley and William Benson","4.5","https://www.google.com/maps/search/?api=1&query=Raleigh%20Dental...Drs.%20James%20Whitley%20and%20William%20Benson&query_place_id=ChIJj5dcJX1YrIkR9SiDUY2ZPiY","https://www.raleighdentalcenter.com/","[]","[]"
"1108 Parkway Dr A, Goldsboro, NC 27534","Dentist","10643435104009708746","Goldsboro","US","https://lh3.googleusercontent.com/p/AF1QipPFecJqrNY3dKZHw5GEU-R3BhMNfo5UiU_-fDpL=w408-h544-k-no","en","","","","","(919) 230-0305","+19192300305","93M6+WQ Goldsboro, North Carolina","27534","196","29","2025-06-17T12:19:07.602Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","1108 Parkway Dr A","Smith Family and Cosmetic Dentistry (Goldsboro)","4.9","https://www.google.com/maps/search/?api=1&query=Smith%20Family%20and%20Cosmetic%20Dentistry%20(Goldsboro)&query_place_id=ChIJoydO5gABrIkRyuRr9NUTtZM","https://yourcarolinadentist.com/locations/goldsboro/?utm_source=CLEnterprise&utm_medium=googlebusiness&utm_campaign=directorylistings","[""goldsboro@yourcarolinadentist.com""]","[""goldsboro@yourcarolinadentist.com""]"
"73 Success Ct, Rocky Mount, NC 27804","Pediatric dentist","7952536457810755047","Rocky Mount","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MujZoRElE5nj4i7zp7R51w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.910154&pitch=0&thumbfov=100","en","","","","Golden East","(252) 443-7136","+12524437136","X59W+FJ Rocky Mount, North Carolina","27804","219","37","2025-06-17T12:19:07.755Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","73 Success Ct","Elizabeth E. Miller DDS, MS Pediatric Dentistry","4.2","https://www.google.com/maps/search/?api=1&query=Elizabeth%20E.%20Miller%20DDS%2C%20MS%20Pediatric%20Dentistry&query_place_id=ChIJceE5LriArokR5z0nJ8YVXW4","https://patientconnect365.com/Dentists/NorthCarolina/ROCKYMOUNT/27804/Elizabeth_E_Miller_DDS_MS_Pediatric_Dentistry","[""millerpediatricdds@gmail.com""]","[""millerpediatricdds@gmail.com""]"
"603 Nash St #3, Wilson, NC 27893","Dentist","1282378501676841985","Wilson","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VzJ5-TY55EjDdmmSrZyW1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.47871&pitch=0&thumbfov=100","en","","","","","(252) 291-6313","+12522916313","P3MM+34 Wilson, North Carolina","27893","220","15","2025-06-17T12:19:08.658Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","603 Nash St #3","Isaacs Lisal DDS","5","https://www.google.com/maps/search/?api=1&query=Isaacs%20Lisal%20DDS&query_place_id=ChIJv6Xz8wWerokRAbwL9HPsyxE","http://isaacsdentistry.com/","[""westnashimages@gmail.com""]","[""westnashimages@gmail.com""]"
"1025 WH Smith Blvd, Greenville, NC 27834, United States","Dentist","7616689045865605048","Greenville","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zP0eCs71TfTp-AAoc-jTMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=61.226784&pitch=0&thumbfov=100","en","","","","","+1 252-321-2070","+12523212070","HHXX+5V Greenville, North Carolina, USA","27834","199","14","2025-06-17T12:19:09.740Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","1025 WH Smith Blvd","Greenville Dental Associates","4.7","https://www.google.com/maps/search/?api=1&query=Greenville%20Dental%20Associates&query_place_id=ChIJEVrcQ-jCrokRuKdtD1Xqs2k","https://greenvilledentalnc.com/","[""info@jordandentalnc.com""]","[""info@jordandentalnc.com""]"
"3693 New Bern Ave, Raleigh, NC 27610","Dentist","17276998097791643317","Raleigh","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BzSSZ7fb5iJutc97Dc66Xg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.0768&pitch=0&thumbfov=100","en","","","","Northeast Raleigh","(919) 231-3251","+19192313251","QCXC+JP Raleigh, North Carolina","27610","239","1","2025-06-17T12:19:10.044Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","3693 New Bern Ave","Carolina Family Dentistry: Shireman Jessica E DDS","5","https://www.google.com/maps/search/?api=1&query=Carolina%20Family%20Dentistry%3A%20Shireman%20Jessica%20E%20DDS&query_place_id=ChIJhc8a27FerIkRtW74gzs6xO8","","[]","[]"
"3803-A, Computer Dr #200, Raleigh, NC 27609, United States","Dentist","8553519144840067696","Raleigh","US","https://lh3.googleusercontent.com/p/AF1QipPD3xI2gGNUxD6M57I1yPs-fJ4brDc3sOqXyxih=w408-h611-k-no","en","","","","North Hills","+1 919-786-6766","+19197866766","R9J8+XP Raleigh, North Carolina, USA","27609","238","29","2025-06-17T12:19:10.551Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","3803-A, Computer Dr #200","Jill Sonner DDS","4.6","https://www.google.com/maps/search/?api=1&query=Jill%20Sonner%20DDS&query_place_id=ChIJXQgfw-pYrIkRcPqx_1c0tHY","https://renaissancedentalcenter.com/","[""admin@renaissancedentalcenter.com""]","[""admin@renaissancedentalcenter.com""]"
"","Dentist","1746119990428555048","","","","en","","","","","","","","","249","7","2025-06-17T12:19:10.700Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","","","Dentist","1.6","https://www.google.com/maps/search/?api=1&query=Dentist&query_place_id=ChIJKcG1SQT5rIkRKNezROF2Oxg","http://myorthodontistnc.com/","[]","[]"
"","Emergency dental service","11500755371106290111","","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrb7xxNcfptfgne-zgt4Qd7eZ4Jxy0IwAn895Uy798ijqdIrH8E_CWK0cscoUfipBwvA-iJcWEPTESYNi4yphVzbC5iYWungYu_w0IbVJci4PpOxXtBW8FXFtzKjRq2WGxgUvML=w485-h240-k-no","en","","","","","(984) 213-4710","+19842134710","","","250","0","2025-06-17T12:19:10.873Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","","","Raleigh Emergency Dentist","","https://www.google.com/maps/search/?api=1&query=Raleigh%20Emergency%20Dentist&query_place_id=ChIJx8vKUnrxrIkRv8l0jxPkmp8","","[]","[]"
"52 Glen Rd, Garner, NC 27529","Dentist","11793169727685708060","Garner","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DfxOIOLb6JzZe5tn2A36sQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=48.37419&pitch=0&thumbfov=100","en","","","","","","","JC4M+VF Garner, North Carolina","27529","245","0","2025-06-17T12:19:11.575Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","52 Glen Rd","Dentist","","https://www.google.com/maps/search/?api=1&query=Dentist&query_place_id=ChIJh760nIpjrIkRHMmYamLBqaM","","[]","[]"
"312 Cedar Pond Ct, Knightdale, NC 27545, United States","Dentist","7937117780780652312","Knightdale","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UQwmG1P5tnSiARqvb-SYkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.77756&pitch=0&thumbfov=100","en","","","","","+1 386-503-0228","+13865030228","QGHH+XV Knightdale, North Carolina, USA","27545","247","0","2025-06-17T12:19:12.344Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","312 Cedar Pond Ct","North Carolina Academy of General Dentistry","","https://www.google.com/maps/search/?api=1&query=North%20Carolina%20Academy%20of%20General%20Dentistry&query_place_id=ChIJVVUxMExDrIkRGBfep5FOJm4","https://www.ncagd.org/about-us/","[""ncagdexecutive@gmail.com""]","[""ncagdexecutive@gmail.com""]"
"6250 Rogers Rd, Rolesville, NC 27571, United States","Dentist","1775899825401964139","Rolesville","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=id3_-RxOzudFgO_22dGFUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.0952&pitch=0&thumbfov=100","en","","","","","+1 919-562-1520","+19195621520","WGCM+P2 Rolesville, North Carolina, USA","27571","240","0","2025-06-17T12:19:12.548Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","6250 Rogers Rd","Grant K DDS","","https://www.google.com/maps/search/?api=1&query=Grant%20K%20DDS&query_place_id=ChIJmVbR39JPrIkRaybDaXtDpRg","","[]","[]"
"Kinston, NC 28501","Dental implants periodontist","15858815292539988845","Kinston","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5jnpyK-1SQFfy45re2qFFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=126.6989&pitch=0&thumbfov=100","en","","","","","","","7C79+38 Kinston, North Carolina","","244","0","2025-06-17T12:19:12.826Z","https://www.google.com/maps/search/denstists/@35.61207948753474,-77.7361262583922,10z?hl=en","denstists","North Carolina","","Dentist","","https://www.google.com/maps/search/?api=1&query=Dentist&query_place_id=ChIJi41UDtlLqYkRbetgJnzUFdw","","[]","[]"
