address,categoryName,cid,city,countryCode,imageUrl,language,locatedIn,location/lat,location/lng,neighborhood,phone,phoneUnformatted,plusCode,postalCode,rank,reviewsCount,scrapedAt,searchPageUrl,searchString,state,street,title,totalScore,url,website,emails,emails
"49-04 43rd Ave, Woodside, NY 11377","Dentist","14877336441970303259","Woodside","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XQa91QbfNnDojG1gBnpfLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.25029&pitch=0&thumbfov=100","en","","40.7443753","-73.9153999","Woodside","(718) 592-6783","+17185926783","P3VM+QR Woodside, Queens, NY","11377","234","0","2025-06-15T12:35:40.272Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","49-04 43rd Ave","ny dentist Fesa Dental Supply","","https://www.google.com/maps/search/?api=1&query=ny%20dentist%20Fesa%20Dental%20Supply&query_place_id=ChIJ8yob14VfwokRGyGdo6vqds4","","[]","[]"
"145 E 88th St, Brooklyn, NY 11236","Dentist","8399658267745566547","Brooklyn","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gmnXIoCUDa7uDiy3oL79zw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.277973&pitch=0&thumbfov=100","en","","40.6495002","-73.9184497","Canarsie","","","J3XJ+RJ Brooklyn, New York","11236","229","0","2025-06-15T12:35:40.833Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","145 E 88th St","Eiyr Venah Dentist","","https://www.google.com/maps/search/?api=1&query=Eiyr%20Venah%20Dentist&query_place_id=ChIJG5pObIpdwokRU7-l87CUkXQ","","[]","[]"
"101 Lafayette St 9th floor, New York, NY 10013","Dentist","17807525228806372318","New York","US","https://lh3.googleusercontent.com/p/AF1QipN16mNNyTYZr12QbK_TE12aM-iLXtB-EKdQp5Nm=w426-h240-k-no","en","Lafayette Towers","40.717703","-74.000895","Manhattan","(347) 745-7181","+13477457181","PX9X+3J New York","10013","228","0","2025-06-15T12:35:41.027Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","101 Lafayette St 9th floor","Sleep Apnea Dentist NYC","","https://www.google.com/maps/search/?api=1&query=Sleep%20Apnea%20Dentist%20NYC&query_place_id=ChIJYcgxs5dbwokR3nvP59gJIfc","","[]","[]"
"55 E 9th St, New York, NY 10003","Dentist","15209830773207964054","New York","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CWQj8oWba1qzPM6GtXCSsw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.88048&pitch=0&thumbfov=100","en","","40.7317415","-73.9927822","Manhattan","(212) 475-8688","+12124758688","P2J4+MV New York","10003","226","8","2025-06-15T12:35:41.748Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","55 E 9th St","Alexander J. Antonakos, D.D.S.","4.5","https://www.google.com/maps/search/?api=1&query=Alexander%20J.%20Antonakos%2C%20D.D.S.&query_place_id=ChIJf2nSJppZwokRlpndyoAsFNM","http://www.newyorkcosmeticdental.com/","[""dr.antonakos@newyorkcosmeticdental.com""]","[""dr.antonakos@newyorkcosmeticdental.com""]"
"54th Ave, Maspeth, NY 11378","Dentist","10368869064717921094","Maspeth","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_k8KhjSuAklGXyZmsre4CQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.8294&pitch=0&thumbfov=100","en","","40.7291944","-73.8949839","Maspeth","","","P4H4+M2 Maspeth, Queens, NY","11378","227","0","2025-06-15T12:35:42.068Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","54th Ave","Dentist","","https://www.google.com/maps/search/?api=1&query=Dentist&query_place_id=ChIJ4wLxNPFewokRRmsMTXqf5Y8","","[]","[]"
"Brooklyn, NY 11207","Dentist","2494102479268140176","Brooklyn","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eU645idIxfNNVMlMGnf-xA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.5841&pitch=0&thumbfov=100","en","Pennsylvania Plaza at Starrett City","40.6537392","-73.8876765","East New York","","","M436+FW New York","","230","0","2025-06-15T12:35:42.496Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","","Dentist","","https://www.google.com/maps/search/?api=1&query=Dentist&query_place_id=ChIJsX4yvgJdwokRkNQylv3UnCI","","[]","[]"
"200 Park Ave S, New York, NY 10003","Dentist","6071881057261271282","New York","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HoF5XRcd-_0orBA4PfWaZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.438885&pitch=0&thumbfov=100","en","","40.7369689","-73.9891545","Manhattan","(212) 255-5730","+12122555730","P2P6+Q8 New York","10003","224","7","2025-06-15T12:35:42.881Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","200 Park Ave S","Convissar Robert DDS","2.9","https://www.google.com/maps/search/?api=1&query=Convissar%20Robert%20DDS&query_place_id=ChIJhY68BKJZwokR8jh7wKanQ1Q","","[]","[]"
"200 Livingston St, Brooklyn, NY 11201","Dentist","377666645095560433","Brooklyn","US","https://lh3.googleusercontent.com/p/AF1QipP4eAIBJM2k-Faqj2_UOHp1TuwyvhK6Rpptavmt=w408-h460-k-no","en","","40.6897086","-73.9863171","Downtown Brooklyn","(718) 522-3399","+17185223399","M2Q7+VF Brooklyn, New York","11201","222","3","2025-06-15T12:35:43.699Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","200 Livingston St","Century Medical Dentist | Caitlin Harrah, DDS","5","https://www.google.com/maps/search/?api=1&query=Century%20Medical%20Dentist%20%7C%20Caitlin%20Harrah%2C%20DDS&query_place_id=ChIJ93KGV3VbwokR8TRvENC9PQU","https://www.centurymedicaldental.com/doctors/caitlin-harrah-dds/","[]","[]"
"200 E 36th St Ste. PS1, New York, NY 10016","Dentist","16514655272682064703","New York","US","https://lh3.googleusercontent.com/p/AF1QipMrCgoUpIdsK9Lp5rVFce9ns4jNgBMQt5pJf06U=w408-h272-k-no","en","","40.7467267","-73.9768838","Manhattan","(212) 922-3790","+12129223790","P2WF+M6 New York","10016","225","16","2025-06-15T12:35:44.443Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","200 E 36th St Ste. PS1","Jesse Small, DMD","5","https://www.google.com/maps/search/?api=1&query=Jesse%20Small%2C%20DMD&query_place_id=ChIJteoeeV5ZwokRPws_3HjXL-U","https://murrayhillpediatricdentistry.com/team/dr-jesse-small/","[""mhinfo@tinyteethnyc.com""]","[""mhinfo@tinyteethnyc.com""]"
"8202 Penelope Ave, Middle Village, NY 11379","Dentist","7119575969811731300","Middle Village","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AGV0ULwlyBpkQ-JcMMwVyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.7419&pitch=0&thumbfov=100","en","","40.7199529","-73.8731811","Middle Village","(718) 326-0003","+17183260003","P49G+XP Middle Village, Queens, NY","11379","219","6","2025-06-15T12:35:44.512Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","8202 Penelope Ave","Ciancimino Anthony R DDS","5","https://www.google.com/maps/search/?api=1&query=Ciancimino%20Anthony%20R%20DDS&query_place_id=ChIJp5vPdUJewokRZBMJmJ_QzWI","","[]","[]"
"31 Washington Square W #1F, New York, NY 10011","Dentist","10999126797617914194","New York","US","https://lh3.googleusercontent.com/p/AF1QipPiN9bOLwfWTHPDUrLpLtk1PwGYSljTmccGgp0J=w408-h490-k-no","en","","40.7319112","-73.9990833","Manhattan","(212) 420-7680","+12124207680","P2J2+Q9 New York","10011","221","15","2025-06-15T12:35:44.798Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","31 Washington Square W #1F","Lorna Flamer-Caldera DDS FAGD FACD","4.7","https://www.google.com/maps/search/?api=1&query=Lorna%20Flamer-Caldera%20DDS%20FAGD%20FACD&query_place_id=ChIJecAMYMVZwokRUuF-64u_pJg","http://www.oriscare.com/","[""info@oriscare.com""]","[""info@oriscare.com""]"
"793 Manhattan Ave Suite B, Brooklyn, NY 11222","Pediatric dentist","3335238164305343121","Brooklyn","US","https://lh3.googleusercontent.com/p/AF1QipOZmL5ywBckccecwzQ3UKe-042NFLBz-xuqs6Zi=w426-h240-k-no","en","","40.727584","-73.9532751","Greenpoint","(929) 249-4441","+19292494441","P2HW+2M Brooklyn, New York","11222","218","1","2025-06-15T12:35:45.138Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","793 Manhattan Ave Suite B","KidCo Pediatric Dentists","5","https://www.google.com/maps/search/?api=1&query=KidCo%20Pediatric%20Dentists&query_place_id=ChIJyzEjDnxZwokRkfK-iHAlSS4","https://kidcodent.dental/","[]","[]"
"54 Warren St C, New York, NY 10007","Pediatric dentist","3164252257779844144","New York","US","https://lh3.googleusercontent.com/p/AF1QipOitb3-cgj24Z7xD5BX0DRW6nshXtrUDQ0rC4BR=w408-h510-k-no","en","","40.714916","-74.009037","Manhattan","(212) 896-4884","+12128964884","PX7R+X9 New York","10007","217","2","2025-06-15T12:35:45.375Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","54 Warren St C","Tribeca Pediatric Dentists","5","https://www.google.com/maps/search/?api=1&query=Tribeca%20Pediatric%20Dentists&query_place_id=ChIJG0WihFFbwokRMASy3Kmu6Ss","https://tribecadentalstudio.com/","[""info@nytds.com""]","[""info@nytds.com""]"
"580 Myrtle Ave, Brooklyn, NY 11205","Dentist","2093148201288342652","Brooklyn","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eet0frIWcIH021XvOXIgWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.1515&pitch=0&thumbfov=100","en","","40.693819","-73.9614184","Clinton Hill","(718) 596-5537","+17185965537","M2VQ+GC Brooklyn, New York","11205","215","10","2025-06-15T12:35:46.016Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","580 Myrtle Ave","Dr Terry Unchali, DDS","3.1","https://www.google.com/maps/search/?api=1&query=Dr%20Terry%20Unchali%2C%20DDS&query_place_id=ChIJj3KEjQNbwokRfBwK-DJbDB0","https://www.brooklynfamilydentalcare.com/meet-us/meet-terry-unchali-dds/","[]","[]"
"185 Canal St # 403, New York, NY 10013","Dentist","11199305402334063071","New York","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UP1LuI3YOHmC4ixnfeu_ag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.5341&pitch=0&thumbfov=100","en","","40.7170701","-73.9978055","Manhattan","(212) 431-5978","+12124315978","P282+RV New York","10013","216","6","2025-06-15T12:35:46.026Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","185 Canal St # 403","Rong James DDS","5","https://www.google.com/maps/search/?api=1&query=Rong%20James%20DDS&query_place_id=ChIJBXlAeCdawokR3yk8Te3sa5s","http://www.jrdentalgroup.com/","[]","[]"
"139 Centre St STE 306, New York, NY 10013","Emergency dental service","17304837383097077271","New York","US","https://lh3.googleusercontent.com/p/AF1QipMs3rgUuOH3pdTNeARHUVK6sRq4SE3Q5s6inZyG=w408-h272-k-no","en","","40.7175205","-74.0008145","Manhattan","(718) 790-4299","+17187904299","PX9X+2M New York","10013","213","7","2025-06-15T12:35:46.118Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","139 Centre St STE 306","Emergency Dentist Manhattan NYC","3.9","https://www.google.com/maps/search/?api=1&query=Emergency%20Dentist%20Manhattan%20NYC&query_place_id=ChIJrSyEvVpdwokRF85mO-ohJ_A","","[]","[]"
"875 Utica Ave, Brooklyn, NY 11203","Dentist","16649470051568429997","Brooklyn","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VTk0M77QiXsGqIzxGYkqmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.81362&pitch=0&thumbfov=100","en","","40.6514313","-73.9300428","East Flatbush","(917) 636-5941","+19176365941","M329+HX Brooklyn, New York","11203","211","9","2025-06-15T12:35:46.709Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","875 Utica Ave","Dentists With Inhouse Financing","5","https://www.google.com/maps/search/?api=1&query=Dentists%20With%20Inhouse%20Financing&query_place_id=ChIJVVVlWMS6w4kRras9mszMDuc","http://dentbenefitsbrooklyn.com/?","[]","[]"
"8239 51st Ave, Elmhurst, NY 11373","Dentist","2110075490795052668","Elmhurst","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TjlLRWqFvCPIpatkEadz9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.6987&pitch=0&thumbfov=100","en","","40.7382895","-73.8804824","Elmhurst","(718) 606-8600","+17186068600","P4Q9+8R Elmhurst, Queens, NY","11373","210","0","2025-06-15T12:35:46.921Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","8239 51st Ave","Grand Smile Dentists PC","","https://www.google.com/maps/search/?api=1&query=Grand%20Smile%20Dentists%20PC&query_place_id=ChIJ2ZqyBlNewokRfN4Yrnp-SB0","","[]","[]"
"55 Loisaida Ave, New York, NY 10009","Dentist","16058845174835436148","New York","US","https://lh3.googleusercontent.com/p/AF1QipOP6M9e2x70Ls8KPMSib0Dcwhr6U_NadC520UU4=w486-h240-k-no","en","","40.7225826","-73.9802076","Manhattan","(212) 739-1728","+12127391728","P2F9+2W New York","10009","214","10","2025-06-15T12:35:46.962Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","55 Loisaida Ave","Lawrence Feder, DDS","4.2","https://www.google.com/maps/search/?api=1&query=Lawrence%20Feder%2C%20DDS&query_place_id=ChIJsTNWVXhZwokRdNoPZZp63N4","https://www.eastvillagedentalcenter.com/?utm_source=gmb_auth","[]","[]"
"Brooklyn, NY 11226","Dentist","5028685451911896930","Brooklyn","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YUtxBqlzbgDCQmLeSSsmnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.00685&pitch=0&thumbfov=100","en","","40.6564576","-73.9602526","Prospect Lefferts Gardens","","","M24Q+HV Brooklyn, New York","11226","212","6","2025-06-15T12:35:47.273Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","","Flatbush Dental And Eye Care","1","https://www.google.com/maps/search/?api=1&query=Flatbush%20Dental%20And%20Eye%20Care&query_place_id=ChIJ3zwPIRVbwokRYh9igMZ6yUU","","[]","[]"
"17 Bleecker St, New York, NY 10012","Cosmetic dentist","13226985828113202008","New York","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iSVexKSCYPlLbB-Kfd5-NA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.40555&pitch=0&thumbfov=100","en","","40.7255996","-73.9931724","Manhattan","(646) 687-2443","+16466872443","P2G4+6P New York","10012","209","10","2025-06-15T12:35:47.511Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","17 Bleecker St","RMD Best Dentist Noho 24 Hour","5","https://www.google.com/maps/search/?api=1&query=RMD%20Best%20Dentist%20Noho%2024%20Hour&query_place_id=ChIJt5Trs1ZZwokRWDvQ9Yexj7c","https://www.rankmydentist.com/top-dentists/new-york-city?utm_source=google&utm_medium=gmbcustom&utm_campaign=7ddm","[]","[]"
"22 Graham Ave, Brooklyn, NY 11206","Pediatric dentist","3079275027596678416","Brooklyn","US","https://lh3.googleusercontent.com/p/AF1QipPqsei-sKxVpWARTn7nL1G12yMFBfnk-Xt4mdI=w408-h272-k-no","en","","40.7014874","-73.9419334","Williamsburg","(929) 249-4431","+19292494431","P325+H6 Brooklyn, New York","11206","208","0","2025-06-15T12:35:47.715Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","22 Graham Ave","KidCo Pediatric Dentists","","https://www.google.com/maps/search/?api=1&query=KidCo%20Pediatric%20Dentists&query_place_id=ChIJHVwswKhbwokREJWhqVLIuyo","https://kidcodent.dental/","[]","[]"
"813 Nostrand Ave, Brooklyn, NY 11213","Dentist","17040615699148375419","Brooklyn","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LiuFSmMK4sV0sgsaxOO_Qg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.39338&pitch=0&thumbfov=100","en","","40.6686728","-73.9504742","Crown Heights","(718) 778-3283","+17187783283","M29X+FR Brooklyn, New York","11213","205","9","2025-06-15T12:35:48.053Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","813 Nostrand Ave","Dr. Vsevolod Uchitelev, DDS","4.8","https://www.google.com/maps/search/?api=1&query=Dr.%20Vsevolod%20Uchitelev%2C%20DDS&query_place_id=ChIJi5SiVIFbwokRewWvfbFtfOw","","[]","[]"
"200 Livingston St, Brooklyn, NY 11201","Dentist","12250825155052077888","Brooklyn","US","https://lh3.googleusercontent.com/p/AF1QipM5FJsncuAezNTiJ14JjYeTfuraZSEPqSh5H88=w408-h458-k-no","en","","40.6897086","-73.9863171","Downtown Brooklyn","(718) 522-3399","+17185223399","M2Q7+VF Brooklyn, New York","11201","204","10","2025-06-15T12:35:48.311Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","200 Livingston St","Century Medical Dentist | Bogdan Brajic, DDS","4.6","https://www.google.com/maps/search/?api=1&query=Century%20Medical%20Dentist%20%7C%20Bogdan%20Brajic%2C%20DDS&query_place_id=ChIJERS67N5bwokRQINMJJKsA6o","https://www.centurymedicaldental.com/doctors/bogdan-brajic-dds/","[]","[]"
"7 Chatham Square #605, New York, NY 10038","Dentist","8696671828154430853","New York","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cr2V19251hNOrfoK8WNLPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=326.60162&pitch=0&thumbfov=100","en","","40.714035","-73.9982376","Manhattan","(212) 385-9480","+12123859480","P272+JP New York","10038","202","9","2025-06-15T12:35:48.805Z","https://www.google.com/maps/search/denstists/@40.697103999999996,-73.97953799999999,13z?hl=en","denstists","New York","7 Chatham Square #605","Ivan Lee, DDS","4.7","https://www.google.com/maps/search/?api=1&query=Ivan%20Lee%2C%20DDS&query_place_id=ChIJCa_njCZawokRhbVKZfPIsHg","https://weence.com/dentists/new-york-1/ivan-lee-dds/","""ERROR""","""ERROR"""
