address,categoryName,cid,city,countryCode,imageUrl,language,locatedIn,location/lat,location/lng,neighborhood,phone,phoneUnformatted,plusCode,postalCode,rank,reviewsCount,scrapedAt,searchPageUrl,searchString,state,street,title,totalScore,url,website,emails,emails
"19025 Wiley's Well Road, Blythe, CA 92225, United States","Dentist","14372767602535728011","Blythe","US","","en","","","","","+1 760-922-5300","+17609225300","H37V+53 Blythe, California, USA","92225","17","0","2025-06-17T09:44:17.824Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","19025 Wiley's Well Road","Ashley Kennerly C DDS","","https://www.google.com/maps/search/?api=1&query=Ashley%20Kennerly%20C%20DDS&query_place_id=ChIJS7uMClff0IARi4Ni_PtTdsc","","[]","[]"
"19025 Wiley's Well Road, Blythe, CA 92225","Dentist","7452615126383498468","Blythe","US","","en","","","","","(760) 922-5300","+17609225300","H37V+53 Blythe, California","92225","9","0","2025-06-17T09:44:18.414Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","19025 Wiley's Well Road","Bonnet Frank E DDS","","https://www.google.com/maps/search/?api=1&query=Bonnet%20Frank%20E%20DDS&query_place_id=ChIJS7uMClff0IAR5JTKx_gBbWc","","[]","[]"
"19005 Wiley's Well Road, Blythe, CA 92225","Dentist","17232888769539779380","Blythe","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Po1sIvGSkmB2srE4EUkJLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.13446&pitch=0&thumbfov=100","en","","","","","(760) 921-3000","+17609213000","J34X+M6 Blythe, California","92225","8","0","2025-06-17T09:44:18.485Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","19005 Wiley's Well Road","Marquez Eloisa H DDS","","https://www.google.com/maps/search/?api=1&query=Marquez%20Eloisa%20H%20DDS&query_place_id=ChIJE5BSMXgg0YARNKs8OgiFJ-8","http://www.cdcr.ca.gov/Facilities_Locator/ISP.html","[]","[]"
"19005 Wiley's Well Road, Blythe, CA 92225","Dentist","15579696473814493644","Blythe","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Po1sIvGSkmB2srE4EUkJLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.13446&pitch=0&thumbfov=100","en","","","","","(760) 921-3000","+17609213000","J34X+M6 Blythe, California","92225","7","0","2025-06-17T09:44:19.391Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","19005 Wiley's Well Road","Alai Margaret DDS","","https://www.google.com/maps/search/?api=1&query=Alai%20Margaret%20DDS&query_place_id=ChIJZxc0Nn8g0YARzGke7mUzNtg","http://www.cdcr.ca.gov/","[]","[]"
"19025 Wiley's Well Road, Blythe, CA 92225","Dentist","2274919265595789954","Blythe","US","","en","","","","","(760) 922-5300","+17609225300","H37V+53 Blythe, California","92225","6","0","2025-06-17T09:44:19.617Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","19025 Wiley's Well Road","Gorton Alfred w DDS","","https://www.google.com/maps/search/?api=1&query=Gorton%20Alfred%20w%20DDS&query_place_id=ChIJS7uMClff0IARgpKH3gQjkh8","","[]","[]"
"19025 Wiley's Well Road, Blythe, CA 92225, United States","Dentist","14616341218730380235","Blythe","US","","en","","","","","+1 760-922-5300","+17609225300","H37V+53 Blythe, California, USA","92225","12","0","2025-06-17T09:44:19.975Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","19025 Wiley's Well Road","Lee Don H DDS","","https://www.google.com/maps/search/?api=1&query=Lee%20Don%20H%20DDS&query_place_id=ChIJS7uMClff0IARywtT0uWs18o","","[]","[]"
"151 N Broadway, Blythe, CA 92225","Dentist","4209743987914867229","Blythe","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ensct3abLTcgSmFaD71SRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.36026&pitch=0&thumbfov=100","en","","","","","(760) 922-7777","+17609227777","JC63+J4 Blythe, California","92225","4","3","2025-06-17T09:44:20.425Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","151 N Broadway","Dr. Gilbert M. Amthor, DDS","3.7","https://www.google.com/maps/search/?api=1&query=Dr.%20Gilbert%20M.%20Amthor%2C%20DDS&query_place_id=ChIJB6hnSUg50YARHYIAU9oDbDo","","[]","[]"
"500 N Broadway # 4, Blythe, CA 92225","Dentist","8909607497914915462","Blythe","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iqeX5dZKKeG6Iy3qR5Bp-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.19333&pitch=0&thumbfov=100","en","","","","","(760) 922-0266","+17609220266","JC93+48 Blythe, California","92225","5","9","2025-06-17T09:44:20.684Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","500 N Broadway # 4","Clark Eric J DDS","2.3","https://www.google.com/maps/search/?api=1&query=Clark%20Eric%20J%20DDS&query_place_id=ChIJqU41hUo50YARhhpgcdBIpXs","","[]","[]"
"301 E Hobsonway, Blythe, CA 92225","Dentist","2587162982154218715","Blythe","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DHIcnm0j_FLIC_4x9HXWLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.4987264&pitch=0&thumbfov=100","en","","","","","(760) 922-2300","+17609222300","JC64+7C Blythe, California","92225","2","11","2025-06-17T09:44:21.619Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","301 E Hobsonway","Smile Bright Dental","3.5","https://www.google.com/maps/search/?api=1&query=Smile%20Bright%20Dental&query_place_id=ChIJZfGdkjc50YAR26xXXwZz5yM","","[]","[]"
"151 N Broadway, Blythe, CA 92225","Dentist","11776271000765796918","Blythe","US","https://lh3.googleusercontent.com/p/AF1QipNjYqvs7gzGqTb5R7wRM_XdN7MTao6lq_YLFEG6=w426-h240-k-no","en","","","","","(760) 922-7777","+17609227777","JC63+J3 Blythe, California","92225","1","30","2025-06-17T09:44:21.942Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","151 N Broadway","Blythe Dental and Implant Center","4.5","https://www.google.com/maps/search/?api=1&query=Blythe%20Dental%20and%20Implant%20Center&query_place_id=ChIJB6hnSUg50YARNhJh8xS4baM","http://blythedentalcenter.com/","[""blythedental@aol.com"",""statesblythedental@aol.com""]","[""blythedental@aol.com"",""statesblythedental@aol.com""]"
"5370 Hollister Ave Suite A, Goleta, CA 93111","Dental clinic","6816273075655060999","Goleta","US","https://lh3.googleusercontent.com/p/AF1QipO2q0zufXn1lHtFpsSimLHBA7B5B5quLLcZ5-vI=w426-h240-k-no","en","","","","","(805) 683-7777","+18056837777","C5PQ+9C Goleta, California","93111","19","38","2025-06-17T09:44:24.816Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","5370 Hollister Ave Suite A","Goleta Dental Practice","4.7","https://www.google.com/maps/search/?api=1&query=Goleta%20Dental%20Practice&query_place_id=ChIJz7NhCndA6YARB656hj9EmF4","http://goletadentalpractice.com/","[]","[]"
"1st Floor, 122 S Patterson Ave 109 Building B, Santa Barbara, CA 93111","Dentist","17342290941176631249","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipOVGcRoP-vL74Q-gv3vXxn-10nzBcYxyCtmcyL2=w408-h244-k-no","en","","","","","(805) 967-0272","+18059670272","C5QV+42 Santa Barbara, California","93111","18","263","2025-06-17T09:44:25.077Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","1st Floor, 122 S Patterson Ave 109 Building B","Dentistry in Paradise: Kevin Miller, DDS","5","https://www.google.com/maps/search/?api=1&query=Dentistry%20in%20Paradise%3A%20Kevin%20Miller%2C%20DDS&query_place_id=ChIJzwpJeApA6YAR0c9ORLoxrPA","http://www.dentistryinparadise.com/","[]","[]"
"1090 Eugenia Pl # 100, Carpinteria, CA 93013","Dentist","2104649889963227702","Carpinteria","US","https://lh3.googleusercontent.com/p/AF1QipNvobYABaHwChbLavbcpwyCk3wvmEUeBxfZsNeZ=w408-h413-k-no","en","","","","","(805) 617-0686","+18056170686","9FXM+GC Carpinteria, California","93013","16","224","2025-06-17T09:44:26.062Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","1090 Eugenia Pl # 100","Riviera Smiles - Santa Barbara Dentist - Dr. Ana Martinez","4.7","https://www.google.com/maps/search/?api=1&query=Riviera%20Smiles%20-%20Santa%20Barbara%20Dentist%20-%20Dr.%20Ana%20Martinez&query_place_id=ChIJh8IhbUoS6YARNrrSi-w3NR0","https://www.rivierasmiles.com/","[]","[]"
"1510 San Andres St, Santa Barbara, CA 93101","Dentist","10640772027277542426","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipObnIddU-KtAHtqObvZKNtl8gZxt2PprIYRmHCl=w408-h272-k-no","en","","","","Westside","(805) 845-1316","+18058451316","C79M+MF Santa Barbara, California","93101","17","167","2025-06-17T09:44:26.110Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","1510 San Andres St","Winn Dental Implant and Sedation Center","5","https://www.google.com/maps/search/?api=1&query=Winn%20Dental%20Implant%20and%20Sedation%20Center&query_place_id=ChIJRVAPH1dA6YARGoTKFcidq5M","https://www.winndentalimplants.com/","[""office.winndental@gmail.com"",""1316office.winndental@gmail.common""]","[""office.winndental@gmail.com"",""1316office.winndental@gmail.common""]"
"146 S Broadway, Blythe, CA 92225, United States","Dentist","11657822553405940743","Blythe","US","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GShTEj9p_Fm41o_EyUOj6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.63569&pitch=0&thumbfov=100","en","","","","","+1 760-922-8144","+17609228144","JC53+PC Blythe, California, USA","92225","3","18","2025-06-17T09:44:26.240Z","https://www.google.com/maps/search/denstists/@33.59195495608727,-114.4579584350027,10z?hl=en","denstists","California","146 S Broadway","Dr. Tiffany Wade D.D.S","4.8","https://www.google.com/maps/search/?api=1&query=Dr.%20Tiffany%20Wade%20D.D.S&query_place_id=ChIJXWXB4kc50YARB2RMttjnyKE","http://tiffanywadedds.com/","[""frontdesk@tiffanywadedds.com""]","[""frontdesk@tiffanywadedds.com""]"
"285 Quintard St, Chula Vista, CA 91911","Dentist","7860078396876226481","Chula Vista","US","https://lh3.googleusercontent.com/p/AF1QipPnYurwJVXgmEd8HdGiMarnQpkklvCzeZrEsWMl=w408-h306-k-no","en","","","","","(619) 427-2355","+16194272355","JW3P+77 Chula Vista, California","91911","15","117","2025-06-17T09:44:27.038Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","285 Quintard St","Aye Dental","4.8","https://www.google.com/maps/search/?api=1&query=Aye%20Dental&query_place_id=ChIJ3x4aTo5O2YARsX-HUKibFG0","https://ayedental.com/","[""info@ayedental.com""]","[""info@ayedental.com""]"
"Behind Sansum Clinic in Building A In back of Sansum Clinic parking lot, 122 S Patterson Ave A-115, Santa Barbara, CA 93111","Dentist","5457015322085785292","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipPoVY5k-HlNMw1RTp0mOBDn0BfqLPHrFLFT5b5J=w408-h536-k-no","en","Sansum Clinic Goleta Family Medicine","","","","(805) 963-2329","+18059632329","C5QV+43 Santa Barbara, California","93111","14","26","2025-06-17T09:44:28.230Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","Behind Sansum Clinic in Building A In back of Sansum Clinic parking lot, 122 S Patterson Ave A-115","Emergency and After Hours Dental Care","4.1","https://www.google.com/maps/search/?api=1&query=Emergency%20and%20After%20Hours%20Dental%20Care&query_place_id=ChIJIbJ90H4U6YARzH7J3oU2u0s","https://emergencyafterhoursdentistry.com/","[]","[]"
"2780 State St STE 6, Santa Barbara, CA 93105","Dentist","13758730116288554872","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipOIYzNjjZTDF1pyNFcnC9GTtUaMPwprGuC438-u=w408-h315-k-no","en","","","","Upper East","(805) 316-3821","+18053163821","C7QG+F7 Santa Barbara, California","93105","10","41","2025-06-17T09:44:28.253Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","2780 State St STE 6","Mountain & Sea Dental and Associates","4.7","https://www.google.com/maps/search/?api=1&query=Mountain%20%26%20Sea%20Dental%20and%20Associates&query_place_id=ChIJzwpJeApA6YAReCfZ1STU8L4","https://www.santabarbara-dentists.com/","[""drcarleysreception@gmail.com""]","[""drcarleysreception@gmail.com""]"
"1260 Coast Village Cir, Santa Barbara, CA 93108, United States","Dentist","7103258403417967616","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipM3_D3_B7SHFBHGDzzdwoPEbXrnM8o3OpYCLHam=w408-h275-k-no","en","","","","","+1 805-565-1015","+18055651015","C9C5+43 Santa Barbara, California, USA","93108","20","18","2025-06-17T09:44:29.224Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","1260 Coast Village Cir","Montecito Dental Group","4.9","https://www.google.com/maps/search/?api=1&query=Montecito%20Dental%20Group&query_place_id=ChIJtw4ibUoS6YARAEyJG-LXk2I","http://www.montecitodentalgroup.com/","[""montecitodentalgroup@gmail.com"",""mdgroup@montecitodental.com""]","[""montecitodentalgroup@gmail.com"",""mdgroup@montecitodental.com""]"
"2411 Bath St, Santa Barbara, CA 93105","Dental clinic","4957489580598815759","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipPCbSbmZ5dUiUdAXYMGmpXUSZpoL7IekBvC6B_a=w408-h270-k-no","en","","","","Oak Park","(805) 682-0282","+18056820282","C7JG+MC Santa Barbara, California","93105","7","95","2025-06-17T09:44:29.587Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","2411 Bath St","Santa Barbara Dental Care","4.5","https://www.google.com/maps/search/?api=1&query=Santa%20Barbara%20Dental%20Care&query_place_id=ChIJA5QVyu0U6YARD-xK9YGKzEQ","https://santabarbara-dentalcare.com/","[""info@santabarbara-dentalcare.com"",""682-0282info@santabarbara-dentalcare.com""]","[""info@santabarbara-dentalcare.com"",""682-0282info@santabarbara-dentalcare.com""]"
"2017 Chapala St Suite A, Santa Barbara, CA 93105","Dentist","6430703266572217019","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipOUN30s7pc4b_Hz_PvUtb9vPKdGRxuXgrrAb8E5=w408-h243-k-no","en","","","","Oak Park","(805) 560-9999","+18055609999","C7JM+28 Santa Barbara, California","93105","8","55","2025-06-17T09:44:29.780Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","2017 Chapala St Suite A","Santa Barbara Dental Spa","4.9","https://www.google.com/maps/search/?api=1&query=Santa%20Barbara%20Dental%20Spa&query_place_id=ChIJZ8GoC40U6YARuyr7s4xyPlk","http://www.sbdentalspa.com/","[]","[]"
"1809 Cliff Dr STE D, Santa Barbara, CA 93109","Dentist","15339840066460730777","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipNNcLEuxioSCjBjYGcacWcM_6VqFW3Qq5UP1KSu=w408-h305-k-no","en","","","","East Mesa","(805) 963-1222","+18059631222","C72H+CQ Santa Barbara, California","93109","6","286","2025-06-17T09:44:30.396Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","1809 Cliff Dr STE D","Mesa Dental by Joy Lin DDS | General & Aesthetic Dentistry, Invisalign","5","https://www.google.com/maps/search/?api=1&query=Mesa%20Dental%20by%20Joy%20Lin%20DDS%20%7C%20General%20%26%20Aesthetic%20Dentistry%2C%20Invisalign&query_place_id=ChIJ7xMTFEAU6YARmUWyOEQP4tQ","http://www.mesadentalsb.com/","[]","[]"
"3906 State St, Santa Barbara, CA 93105","Dentist","16816248340775956357","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipPYIA6zqOAq5c78ty-MtpTop2jUGwLFlF8JeCzH=w408-h294-k-no","en","","","","North State","(805) 687-6767","+18056876767","C6RX+6C Santa Barbara, California","93105","4","490","2025-06-17T09:44:31.083Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","3906 State St","Johnson Family Dental - Santa Barbara","4.3","https://www.google.com/maps/search/?api=1&query=Johnson%20Family%20Dental%20-%20Santa%20Barbara&query_place_id=ChIJYwj_pyUV6YARhe-zBsVQX-k","https://www.johnsonfamilydental.com/dental-office/santa-barbara/?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles","[]","[]"
"10700 Santa Monica Blvd Ste 100, Los Angeles, CA 90025, United States","Orthodontist","1159453616608804201","Los Angeles","US","https://lh3.googleusercontent.com/p/AF1QipNIcRgHXAI4G4coZfvhoQWp2oe7z9_IBCrejVKu=w408-h272-k-no","en","","","","West Los Angeles","+1 310-470-6121","+13104706121","3H29+G2 Los Angeles, California, USA","90025","12","175","2025-06-17T09:44:31.312Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","10700 Santa Monica Blvd Ste 100","Vision Dental","4.9","https://www.google.com/maps/search/?api=1&query=Vision%20Dental&query_place_id=ChIJx900M5u7woARaX2C1-s0FxA","https://www.visiondental.com/","[]","[]"
"350 Chapala St A, Santa Barbara, CA 93101","Dentist","17871476018463579147","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipMJdO6HuggC8TyMnULtdKznbfVrX3sDHqwohz6r=w408-h272-k-no","en","","","","Lower State","(805) 284-0826","+18052840826","C874+R3 Santa Barbara, California","93101","3","323","2025-06-17T09:44:31.446Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","350 Chapala St A","See Me Smile Dental","4.3","https://www.google.com/maps/search/?api=1&query=See%20Me%20Smile%20Dental&query_place_id=ChIJt4LX_YgU6YARCxxvbMA8BPg","https://www.santabarbara-dental.com/","[]","[]"
"620 W Main St, Santa Maria, CA 93458","Dentist","5059554135831825304","Santa Maria","US","https://lh3.googleusercontent.com/p/AF1QipN20lgny-lGT1PGTIdEj7t52F-oGBAHyDrf1XUL=w408-h272-k-no","en","","","","","(805) 600-3853","+18056003853","XH34+5G Santa Maria, California","93458","2","469","2025-06-17T09:44:32.001Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","620 W Main St","Santa Barbara Family Dentistry","4.8","https://www.google.com/maps/search/?api=1&query=Santa%20Barbara%20Family%20Dentistry&query_place_id=ChIJT7wJkINr7IARmEsdDK4lN0Y","https://santabarbarafamilydentistry.com/","[]","[]"
"2533 E Main St, Ventura, CA 93003","Dentist","4426704005424503238","Ventura","US","https://lh3.googleusercontent.com/p/AF1QipNfEZFGZylqEmFo3C-w82OPRhQSvqKRDoqLTd_9=w408-h544-k-no","en","","","","","(805) 643-0700","+18056430700","7PGQ+43 Ventura, California","93003","20","93","2025-06-17T09:44:34.435Z","https://www.google.com/maps/search/denstists/@33.30749757401027,-119.36128575239583,13z?hl=en","denstists","California","2533 E Main St","Great Coast Dental","5","https://www.google.com/maps/search/?api=1&query=Great%20Coast%20Dental&query_place_id=ChIJEfdx4QWt6YARxlkg2dbPbj0","https://www.greatcoastdental.com/","[]","[]"
"1919 State St Ste 102, Santa Barbara, CA 93101, United States","Dentist","16847185860036649598","Santa Barbara","US","https://lh3.googleusercontent.com/p/AF1QipOv7x0vcqv6MP-sSlJfwNnEpI7ij6HOWpwyLcqo=w426-h240-k-no","en","","","","Oak Park","+1 805-884-1874","+18058841874","C7JP+37 Santa Barbara, California, USA","93101","5","491","2025-06-17T09:44:35.326Z","https://www.google.com/maps/search/denstists/@33.53145990918471,-118.97509914815517,14z?hl=en","denstists","California","1919 State St Ste 102","Pathway Dental Group Santa Barbara","4.7","https://www.google.com/maps/search/?api=1&query=Pathway%20Dental%20Group%20Santa%20Barbara&query_place_id=ChIJYSlShIQU6YARfuJ3jEc6zek","https://pathwaydentalgroup.com/locations/santa-barbara/","[""office@pathwaydentalgroup.com""]","[""office@pathwaydentalgroup.com""]"
